,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,
Unspecified mycosis (B49),4,1,5,,3,0,3,,8,3,11,,2,1,3,,5,0,5,,0,6,6,,1,6,7,,2,3,5,,3,0,3,,6,7,13,,8,5,13
Protozoal diseases  (B50-B64),14,1,15,,9,4,13,,7,4,11,,15,1,16,,9,8,17,,12,2,14,,9,6,15,,6,5,11,,4,2,6,,8,3,11,,7,3,10
Plasmodium falciparum malaria (B50),0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0
Plasmodium vivax malaria (B51),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Plasmodium malariae malaria (B52),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other parasitologically confirmed malaria (B53),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified malaria (B54),0,0,0,,1,1,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Leishmaniasis (B55),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
African trypanosomiasis (B56),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Chagas' disease (B57),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Toxoplasmosis (B58),1,0,1,,1,0,1,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,3,0,3,,0,0,0
Pneumocystosis (B59),13,1,14,,7,3,10,,6,4,10,,15,1,16,,8,8,16,,11,2,13,,7,6,13,,6,5,11,,3,2,5,,5,3,8,,7,3,10
"Other protozoal diseases, not elsewhere classified (B60)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified protozoal disease (B64),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Helminthiases  (B65-B83),1,1,2,,2,1,3,,1,0,1,,1,1,2,,1,0,1,,2,0,2,,1,0,1,,0,1,1,,1,0,1,,1,0,1,,2,0,2
Schistosomiasis [bilharziasis] (B65),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other fluke infections (B66),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Echinococcosis (B67),1,1,2,,1,1,2,,1,0,1,,1,1,2,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,1,0,1,,1,0,1
Taeniasis (B68),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Cysticercosis (B69),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Diphyllobothriasis and sparganosis (B70),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other cestode infections (B71),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Dracunculiasis (B72),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Onchocerciasis (B73),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Filariasis (B74),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Trichinellosis (B75),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Hookworm diseases (B76),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Ascariasis (B77),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Strongyloidiasis (B78),0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,2,0,2,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0
Trichuriasis (B79),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Enterobiasis (B80),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Other intestinal helminthiases, not elsewhere classified (B81)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified intestinal parasitism (B82),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other helminthiases (B83),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1
"Pediculosis, acariasis and other infestations  (B85-B89)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,1,1,,0,0,0,,0,3,3,,0,1,1
Pediculosis and phthiriasis (B85),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Scabies (B86),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,1,1,,0,0,0,,0,3,3,,0,1,1
Myiasis (B87),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other infestations (B88),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified parasitic disease (B89),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Sequelae of infectious and parasitic diseases  (B90-B94),129,93,222,,141,91,232,,153,77,230,,218,116,334,,179,86,265,,47,45,92,,49,37,86,,44,45,89,,65,36,101,,24,27,51,,12,17,29
Sequelae of tuberculosis (B90),7,6,13,,6,6,12,,0,3,3,,8,7,15,,2,3,5,,1,0,1,,2,1,3,,0,3,3,,3,0,3,,1,1,2,,2,2,4
Sequelae of poliomyelitis (B91),4,13,17,,8,11,19,,10,6,16,,11,8,19,,15,16,31,,8,8,16,,4,6,10,,6,9,15,,10,4,14,,4,7,11,,8,10,18
Sequelae of leprosy (B92),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Sequelae of other and unspecified infectious and parasitic diseases (B94),118,74,192,,127,74,201,,143,68,211,,199,101,300,,162,67,229,,38,37,75,,43,30,73,,38,33,71,,52,32,84,,19,19,38,,2,5,7
"Bacterial,viral and other infectious agents (B95-B98)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Streptococcus and staphylococcus as the cause of diseases classified to other chapters (B95),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other bacterial agents as the cause of diseases classified to other chapters (B96),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Viral agents as the cause of diseases classified to other chapters (B97),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other specified infectious agents as the cause of diseases classified to other chapters (B98),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other infectious diseases  (B99),12,14,26,,10,10,20,,6,9,15,,7,16,23,,8,14,22,,12,21,33,,10,9,19,,9,15,24,,9,14,23,,14,15,29,,17,24,41
Other and unspecified infectious diseases (B99),12,14,26,,10,10,20,,6,9,15,,7,16,23,,8,14,22,,12,21,33,,10,9,19,,9,15,24,,9,14,23,,14,15,29,,17,24,41
CHAPTER II Neoplasms (C00-D48),"23,570","18,264","41,834",,"23,815","18,398","42,213",,"24,431","18,667","43,098",,"24,748","18,918","43,666",,"24,847","19,303","44,150",,"25,333","19,437","44,770",,"25,073","19,821","44,894",,"25,877","20,183","46,060",,"26,203","20,217","46,420",,"26,518","20,541","47,059",,"25,163","19,508","44,671"
Malignant neoplasms  (C00-C97),"23,008","17,761","40,769",,"23,318","17,915","41,233",,"23,914","18,234","42,148",,"24,204","18,410","42,614",,"24,272","18,817","43,089",,"24,706","18,894","43,600",,"24,437","19,258","43,695",,"25,201","19,612","44,813",,"25,578","19,670","45,248",,"25,881","20,007","45,888",,"24,536","18,980","43,516"
"Malignant neoplasms of lip, oral cavity and pharynx  (C00-C14)",488,203,691,,532,212,744,,531,209,740,,513,207,720,,535,211,746,,576,232,808,,563,227,790,,637,253,890,,610,248,858,,591,242,833,,593,236,829
Malignant neoplasm of lip (C00),10,1,11,,6,4,10,,5,7,12,,11,4,15,,10,1,11,,3,0,3,,3,0,3,,7,0,7,,4,2,6,,3,2,5,,2,4,6
Malignant neoplasm of base of tongue (C01),16,6,22,,18,2,20,,19,7,26,,16,6,22,,12,8,20,,5,3,8,,15,2,17,,17,4,21,,15,4,19,,14,4,18,,35,9,44
Malignant neoplasm of other and unspecified parts of tongue (C02),106,54,160,,103,59,162,,120,53,173,,107,39,146,,113,76,189,,145,66,211,,118,65,183,,135,75,210,,128,74,202,,130,64,194,,101,64,165
Malignant neoplasm of gum (C03),5,8,13,,7,1,8,,5,8,13,,6,6,12,,8,4,12,,12,6,18,,4,12,16,,12,6,18,,6,8,14,,9,5,14,,11,9,20
Malignant neoplasm of floor of mouth (C04),18,5,23,,14,3,17,,20,6,26,,21,5,26,,20,2,22,,6,4,10,,7,1,8,,7,2,9,,8,6,14,,15,7,22,,7,4,11
Malignant neoplasm of palate (C05),11,6,17,,15,6,21,,10,11,21,,12,6,18,,15,8,23,,11,8,19,,11,6,17,,9,11,20,,6,10,16,,5,5,10,,10,10,20
Malignant neoplasm of other and unspecified parts of mouth (C06),35,24,59,,43,30,73,,30,23,53,,36,36,72,,29,36,65,,53,36,89,,55,32,87,,48,41,89,,50,42,92,,40,39,79,,35,37,72
Malignant neoplasm of parotid gland (C07),53,17,70,,42,25,67,,54,15,69,,50,27,77,,58,16,74,,47,27,74,,71,31,102,,75,21,96,,67,24,91,,57,19,76,,62,22,84
Malignant neoplasm of other and unspecified major salivary glands (C08),9,10,19,,9,4,13,,7,6,13,,2,5,7,,7,6,13,,11,5,16,,7,4,11,,16,4,20,,15,5,20,,6,8,14,,19,6,25
Malignant neoplasm of tonsil (C09),45,14,59,,69,15,84,,62,11,73,,55,13,68,,63,9,72,,73,14,87,,58,18,76,,71,15,86,,76,15,91,,74,15,89,,72,17,89
Malignant neoplasm of oropharynx (C10),32,16,48,,57,22,79,,51,14,65,,64,22,86,,59,9,68,,63,26,89,,67,20,87,,73,25,98,,68,21,89,,83,15,98,,82,20,102
Malignant neoplasm of nasopharynx (C11),44,18,62,,44,17,61,,33,18,51,,36,13,49,,31,12,43,,48,13,61,,45,9,54,,56,21,77,,54,14,68,,41,22,63,,54,14,68
Malignant neoplasm of pyriform sinus (C12),9,5,14,,19,3,22,,26,2,28,,11,1,12,,15,1,16,,11,0,11,,17,7,24,,12,3,15,,10,0,10,,13,3,16,,8,1,9
Malignant neoplasm of hypopharynx (C13),21,4,25,,21,3,24,,31,4,35,,14,6,20,,28,4,32,,24,9,33,,24,7,31,,28,5,33,,33,7,40,,45,10,55,,33,11,44
"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx (C14)",74,15,89,,65,18,83,,58,24,82,,72,18,90,,67,19,86,,64,15,79,,61,13,74,,71,20,91,,70,16,86,,56,24,80,,62,8,70
Malignant neoplasms of digestive organs  (C15-C26),"6,495","4,979","11,474",,"6,665","4,955","11,620",,"6,819","4,992","11,811",,"6,803","5,070","11,873",,"7,061","5,176","12,237",,"7,150","5,295","12,445",,"7,132","5,300","12,432",,"7,415","5,546","12,961",,"7,656","5,586","13,242",,"7,679","5,746","13,425",,"7,385","5,332","12,717"
Malignant neoplasm of oesophagus (C15),844,363,"1,207",,823,353,"1,176",,865,331,"1,196",,904,336,"1,240",,887,332,"1,219",,890,370,"1,260",,875,323,"1,198",,944,368,"1,312",,986,359,"1,345",,926,339,"1,265",,934,320,"1,254"
Malignant neoplasm of stomach (C16),705,416,"1,121",,677,429,"1,106",,726,372,"1,098",,699,427,"1,126",,733,442,"1,175",,780,429,"1,209",,727,429,"1,156",,686,436,"1,122",,707,388,"1,095",,718,456,"1,174",,682,387,"1,069"
Malignant neoplasm of small intestine (C17),51,49,100,,59,32,91,,60,42,102,,55,40,95,,75,56,131,,58,49,107,,52,42,94,,59,42,101,,65,53,118,,77,57,134,,73,53,126
Malignant neoplasm of colon (C18),"1,244","1,192","2,436",,"1,215","1,121","2,336",,"1,111","1,002","2,113",,"1,077","1,005","2,082",,"1,039",952,"1,991",,985,944,"1,929",,872,910,"1,782",,903,852,"1,755",,907,851,"1,758",,850,749,"1,599",,749,672,"1,421"
Malignant neoplasm of rectosigmoid junction (C19),455,352,807,,565,369,934,,647,500,1147,,695,512,1207,,760,601,1361,,872,653,"1,525",,926,701,"1,627",,1023,805,"1,828",,1067,863,"1,930",,1063,893,"1,956",,"1,038",870,"1,908"
Malignant neoplasm of rectum (C20),451,287,738,,465,293,758,,442,267,709,,441,257,698,,457,248,705,,437,260,697,,452,259,711,,414,287,701,,427,238,665,,447,243,690,,414,255,669
Malignant neoplasm of anus and anal canal (C21),25,34,59,,24,38,62,,38,38,76,,29,61,90,,33,35,68,,33,41,74,,44,54,98,,36,51,87,,37,50,87,,44,56,100,,30,47,77
Malignant neoplasm of liver and intrahepatic bile ducts (C22),788,409,1197,,893,443,"1,336",,893,440,"1,333",,973,446,"1,419",,982,522,"1,504",,1060,554,"1,614",,1149,595,"1,744",,1187,598,"1,785",,"1,260",630,"1,890",,"1,260",688,"1,948",,"1,310",638,"1,948"
Malignant neoplasm of gallbladder (C23),60,126,186,,41,119,160,,58,110,168,,35,114,149,,64,118,182,,47,121,168,,44,109,153,,55,117,172,,57,109,166,,49,116,165,,61,111,172
Malignant neoplasm of other and unspecified parts of biliary tract (C24),44,42,86,,55,38,93,,43,44,87,,50,44,94,,37,40,77,,55,38,93,,48,35,83,,63,49,112,,58,56,114,,55,59,114,,58,42,100
Malignant neoplasm of pancreas (C25),1186,"1,074","2,260",,"1,148","1,079","2,227",,"1,226","1,204","2,430",,"1,233","1,192","2,425",,"1,333","1,211","2,544",,"1,331","1,227","2,558",,"1,312","1,253","2,565",,"1,423","1,323","2,746",,"1,501","1,404","2,905",,"1,596","1,480","3,076",,"1,485","1,368","2,853"
Malignant neoplasm of other and ill-defined digestive organs (C26),642,635,1277,,700,641,"1,341",,710,642,1352,,612,636,"1,248",,661,619,"1,280",,602,609,"1,211",,631,590,"1,221",,622,618,"1,240",,584,585,"1,169",,594,610,"1,204",,551,569,"1,120"
Malignant neoplasms of respiratory and intrathoracic organs  (C30-C39),"5,214","2,952","8,166",,"4,990","3,093","8,083",,"5,181","3,255","8,436",,"5,191","3,195","8,386",,"5,178","3,389","8,567",,"5,276","3,263","8,539",,"5,183","3,403","8,586",,"5,198","3,498","8,696",,"5,256","3,411","8,667",,"5,222","3,464","8,686",,"4,845","3,408","8,253"
Malignant neoplasm of nasal cavity and middle ear (C30),1,0,1,,2,3,5,,5,5,10,,2,2,4,,3,1,4,,8,6,14,,9,3,12,,3,1,4,,5,1,6,,3,1,4,,2,4,6
Malignant neoplasm of accessory sinuses (C31),17,9,26,,15,12,27,,18,10,28,,24,8,32,,19,10,29,,22,6,28,,18,15,33,,17,5,22,,30,5,35,,16,5,21,,24,12,36
Malignant neoplasm of larynx (C32),197,33,230,,192,22,214,,219,35,254,,176,32,208,,190,26,216,,188,27,215,,187,25,212,,186,26,212,,174,21,195,,175,27,202,,151,22,173
Malignant neoplasm of trachea (C33),5,0,5,,5,1,6,,2,0,2,,5,2,7,,6,1,7,,3,0,3,,7,0,7,,3,3,6,,3,2,5,,4,1,5,,3,2,5
Malignant neoplasm of bronchus and lung (C34),"4,966","2,888","7,854",,"4,750","3,033","7,783",,"4,906","3,183","8,089",,"4,955","3,132","8,087",,"4,926","3,326","8,252",,"5,028","3,206","8,234",,"4,932","3,330","8,262",,"4,966","3,448","8,414",,"5,013","3,362","8,375",,"4,992","3,411","8,403",,"4,632","3,348","7,980"
Malignant neoplasm of thymus (C37),4,6,10,,11,6,17,,10,3,13,,13,8,21,,10,8,18,,10,8,18,,12,14,26,,6,9,15,,14,10,24,,15,10,25,,12,12,24
"Malignant neoplasm of heart, mediastinum and pleura (C38)",14,13,27,,13,15,28,,18,17,35,,12,11,23,,21,17,38,,15,9,24,,18,16,34,,16,5,21,,16,10,26,,15,9,24,,21,8,29
Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs (C39),10,3,13,,2,1,3,,3,2,5,,4,0,4,,3,0,3,,2,1,3,,0,0,0,,1,1,2,,1,0,1,,2,0,2,,0,0,0
Malignant neoplasms of bone and articular cartilage  (C40-C41),55,45,100,,65,32,97,,64,51,115,,48,37,85,,76,36,112,,55,46,101,,68,39,107,,63,38,101,,55,44,99,,61,45,106,,53,31,84
Malignant neoplasm of bone and articular cartilage of limbs (C40),4,7,11,,6,2,8,,6,8,14,,2,7,9,,5,2,7,,6,1,7,,6,4,10,,3,3,6,,5,2,7,,4,6,10,,7,1,8
Malignant neoplasm of bone and articular cartilage of other and unspecified sites (C41),51,38,89,,59,30,89,,58,43,101,,46,30,76,,71,34,105,,49,45,94,,62,35,97,,60,35,95,,50,42,92,,57,39,96,,46,30,76
Melanoma and other malignant neoplasms of skin  (C43-C44),"1,204",596,"1,800",,"1,267",614,"1,881",,"1,285",591,"1,876",,"1,428",649,"2,077",,"1,411",663,"2,074",,"1,531",683,"2,214",,"1,387",686,"2,073",,"1,437",694,"2,131",,"1,307",645,"1,952",,"1,336",722,"2,058",,"1,325",634,"1,959"
Malignant melanoma of skin (C43),942,455,"1,397",,948,465,"1,413",,984,448,"1,432",,1075,470,"1,545",,1042,496,"1,538",,1114,502,"1,616",,982,484,"1,466",,996,502,"1,498",,852,424,"1,276",,902,514,"1,416",,904,428,"1,332"
Other malignant neoplasms of skin (C44),262,141,403,,319,149,468,,301,143,444,,353,179,532,,369,167,536,,417,181,598,,405,202,607,,441,192,633,,455,221,676,,434,208,642,,421,206,627
Malignant neoplasms of mesothelial and soft tissue  (C45-C49),612,308,920,,614,290,904,,700,307,1007,,681,288,969,,698,312,1010,,736,331,"1,067",,756,284,1040,,720,365,"1,085",,769,326,"1,095",,820,361,"1,181",,733,356,"1,089"
Mesothelioma (C45),477,118,595,,474,110,584,,517,117,634,,510,100,610,,538,108,646,,550,117,667,,564,111,675,,533,135,668,,570,115,685,,596,129,725,,541,121,662
Kaposi sarcoma (C46),2,0,2,,0,2,2,,4,0,4,,1,0,1,,3,2,5,,4,0,4,,1,1,2,,2,0,2,,1,2,3,,3,0,3,,2,0,2
Malignant neoplasm of peripheral nerves and autonomic nervous system (C47),6,3,9,,8,1,9,,7,4,11,,8,2,10,,1,3,4,,7,1,8,,1,6,7,,3,2,5,,0,3,3,,3,6,9,,4,5,9
Malignant neoplasm of retroperitoneum and peritoneum (C48),16,77,93,,22,67,89,,27,63,90,,17,65,82,,21,72,93,,20,69,89,,15,55,70,,12,83,95,,17,54,71,,25,67,92,,9,77,86
Malignant neoplasm of other connective and soft tissue (C49),111,110,221,,110,110,220,,145,123,268,,145,121,266,,135,127,262,,155,144,299,,175,111,286,,170,145,315,,181,152,333,,193,159,352,,177,153,330
Malignant neoplasm of breast  (C50-C50),14,"2,746","2,760",,29,"2,786","2,815",,23,"2,837","2,860",,22,"2,901","2,923",,24,"2,824","2,848",,29,"2,864","2,893",,31,"2,836","2,867",,27,"2,899","2,926",,30,"2,986","3,016",,29,"2,948","2,977",,34,"2,799","2,833"
Malignant neoplasm of breast (C50),14,"2,746","2,760",,29,"2,786","2,815",,23,"2,837","2,860",,22,"2,901","2,923",,24,"2,824","2,848",,29,"2,864","2,893",,31,"2,836","2,867",,27,"2,899","2,926",,30,"2,986","3,016",,29,"2,948","2,977",,34,"2,799","2,833"
Malignant neoplasms of female genital organs  (C51-C58),0,"1,590","1,590",,0,"1,583","1,583",,0,"1,626","1,626",,0,"1,660","1,660",,0,"1,743","1,743",,0,"1,795","1,795",,0,"1,829","1,829",,0,"1,772","1,772",,0,"1,895","1,895",,0,"1,895","1,895",,0,"1,779","1,779"
Malignant neoplasm of vulva (C51),0,67,67,,0,79,79,,0,65,65,,0,70,70,,0,89,89,,0,113,113,,0,77,77,,0,91,91,,0,90,90,,0,78,78,,0,95,95
Malignant neoplasm of vagina (C52),0,27,27,,0,23,23,,0,21,21,,0,29,29,,0,19,19,,0,31,31,,0,28,28,,0,23,23,,0,32,32,,0,20,20,,0,30,30
Malignant neoplasm of cervix uteri (C53),0,237,237,,0,242,242,,0,230,230,,0,228,228,,0,225,225,,0,229,229,,0,217,217,,0,233,233,,0,256,256,,0,243,243,,0,208,208
Malignant neoplasm of corpus uteri (C54),0,221,221,,0,216,216,,0,223,223,,0,224,224,,0,271,271,,0,279,279,,0,300,300,,0,325,325,,0,340,340,,0,338,338,,0,331,331
"Malignant neoplasm of uterus, part unspecified (C55)",0,129,129,,0,136,136,,0,145,145,,0,154,154,,0,152,152,,0,164,164,,0,187,187,,0,158,158,,0,185,185,,0,179,179,,0,166,166
Malignant neoplasm of ovary (C56),0,892,892,,0,859,859,,0,904,904,,0,913,913,,0,944,944,,0,949,949,,0,978,978,,0,907,907,,0,956,956,,0,998,998,,0,902,902
Malignant neoplasm of other and unspecified female genital organs (C57),0,17,17,,0,26,26,,0,37,37,,0,41,41,,0,43,43,,0,30,30,,0,39,39,,0,33,33,,0,34,34,,0,38,38,,0,47,47
Malignant neoplasm of placenta (C58),0,0,0,,0,2,2,,0,1,1,,0,1,1,,0,0,0,,0,0,0,,0,3,3,,0,2,2,,0,2,2,,0,1,1,,0,0,0
Malignant neoplasms of male genital organs  (C60-C63),"2,982",0,"2,982",,"3,175",0,"3,175",,"3,267",0,"3,267",,"3,324",0,"3,324",,"3,148",0,"3,148",,"3,195",0,"3,195",,"3,123",0,"3,123",,"3,208",0,"3,208",,"3,297",0,"3,297",,"3,356",0,"3,356",,"3,144",0,"3,144"
Malignant neoplasm of penis (C60),10,0,10,,18,0,18,,17,0,17,,19,0,19,,15,0,15,,24,0,24,,10,0,10,,19,0,19,,17,0,17,,20,0,20,,31,0,31
Malignant neoplasm of prostate (C61),"2,961",0,"2,961",,"3,136",0,"3,136",,"3,224",0,"3,224",,"3,287",0,"3,287",,"3,105",0,"3,105",,"3,152",0,"3,152",,"3,086",0,"3,086",,"3,161",0,"3,161",,"3,253",0,"3,253",,"3,311",0,"3,311",,"3,074",0,"3,074"
Malignant neoplasm of testis (C62),10,0,10,,20,0,20,,22,0,22,,15,0,15,,26,0,26,,14,0,14,,24,0,24,,23,0,23,,24,0,24,,22,0,22,,34,0,34
Malignant neoplasm of other and unspecified male genital organs (C63),1,0,1,,1,0,1,,4,0,4,,3,0,3,,2,0,2,,5,0,5,,3,0,3,,5,0,5,,3,0,3,,3,0,3,,5,0,5
Malignant neoplasms of urinary tract  (C64-C68),"1,226",629,"1,855",,"1,334",716,"2,050",,"1,359",691,"2,050",,"1,430",668,"2,098",,"1,420",751,"2,171",,"1,486",686,"2,172",,"1,510",775,"2,285",,"1,618",762,"2,380",,"1,582",752,"2,334",,"1,609",772,"2,381",,"1,512",705,"2,217"
"Malignant neoplasm of kidney, except renal pelvis (C64)",519,312,831,,574,346,920,,568,354,922,,567,315,882,,579,340,919,,626,331,957,,570,358,928,,611,330,941,,633,324,957,,616,325,941,,546,284,830
Malignant neoplasm of renal pelvis (C65),4,6,10,,4,4,8,,11,8,19,,5,8,13,,9,3,12,,5,4,9,,5,5,10,,7,3,10,,4,3,7,,2,5,7,,5,1,6
Malignant neoplasm of ureter (C66),15,12,27,,16,21,37,,17,12,29,,10,15,25,,17,13,30,,14,24,38,,11,9,20,,18,14,32,,12,18,30,,14,10,24,,11,6,17
Malignant neoplasm of bladder (C67),661,281,942,,709,326,1035,,723,290,1013,,754,279,1033,,722,336,"1,058",,742,274,"1,016",,727,305,"1,032",,807,313,"1,120",,716,297,"1,013",,743,299,"1,042",,655,296,951
Malignant neoplasm of other and unspecified urinary organs (C68),27,18,45,,31,19,50,,40,27,67,,94,51,145,,93,59,152,,99,53,152,,197,98,295,,175,102,277,,217,110,327,,234,133,367,,295,118,413
"Malignant neoplasms of eye, brain and other parts of central nervous system (C69-C72)",720,492,"1,212",,710,498,"1,208",,772,544,"1,316",,782,528,"1,310",,775,545,"1,320",,781,556,"1,337",,824,603,"1,427",,858,545,"1,403",,921,610,"1,531",,888,587,"1,475",,827,557,"1,384"
Malignant neoplasm of eye and adnexa (C69),12,5,17,,13,15,28,,24,22,46,,15,12,27,,16,11,27,,18,9,27,,18,24,42,,11,14,25,,22,29,51,,22,15,37,,20,15,35
Malignant neoplasm of meninges (C70),3,10,13,,4,5,9,,3,4,7,,1,6,7,,5,5,10,,6,4,10,,2,4,6,,3,3,6,,3,7,10,,5,5,10,,4,8,12
Malignant neoplasm of brain (C71),701,472,"1,173",,691,477,"1,168",,737,513,"1,250",,757,505,"1,262",,752,527,"1,279",,750,541,"1,291",,799,572,"1,371",,842,523,"1,365",,891,569,"1,460",,852,565,"1,417",,797,531,"1,328"
"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system (C72)",4,5,9,,2,1,3,,8,5,13,,9,5,14,,2,2,4,,7,2,9,,5,3,8,,2,5,7,,5,5,10,,9,2,11,,6,3,9
Malignant neoplasms of thyroid and other endocrine glands  (C73-C75),69,91,160,,81,115,196,,64,106,170,,73,100,173,,96,82,178,,88,108,196,,81,105,186,,86,113,199,,92,94,186,,117,95,212,,91,102,193
